Los Alamos National Laboratory Poisson Superfish
Program SF7 written by James H. Billen and Lloyd M. Young

The original Poisson Superfish codes were developed
by Ron F. Holsinger in collaboration with Klaus Halbach.
These programs are provided as a service to the accelerator
community by the Los Alamos Accelerator Code Group (LAACG).

(c) Copyright 1985-2005, by the Regents of the University of California.        
This software was produced under U. S. Government contract W-7405-ENG-36        
by Los Alamos National Laboratory, which is operated by the University          
of California for the U. S. Department of Energy.  Neither the Government       
nor the University makes any warranty, express or implied, or assumes           
any liability or responsibility for its use, or represents that use of          
this software would not infringe privately owned rights.                        
Unpublished - rights reserved under Copyright Laws of the United States.        


Program SF7  7.17  released 1-13-2006 

Program file: C:\LANL\SF7.EXE
SF.INI file: C:\LANL\SF.INI  2-11-2021   4:14:24
Solution file C:\LANL\LINAC\BUNCHER2_OPENED\RUN\DISKLOADED.T35.
Memory used for DISKLOADED.T35 arrays:     257.244 K
Reading keyword commands and data from file:
C:\LANL\LINAC\BUNCHER2_OPENED\RUN\DISKLOADED.IN7

Electromagnetic fields for a rectangular area with corners at:
(Zmin,Rmin) = (0.0,0.0)
(Zmax,Rmax) = (94.4715,10)
Z and R increments:   100    10

      Z             R              Ez            Er            |E|           H 
    (mm)          (mm)           (MV/m)        (MV/m)        (MV/m)        (A/m) 
   54.7935       0.00000     -9.679211E-01  0.000000E+00  9.679211E-01  0.000000E+00
   55.7382       0.00000     -9.794430E-01  0.000000E+00  9.794430E-01  0.000000E+00
   56.6829       0.00000     -9.887344E-01  0.000000E+00  9.887344E-01  0.000000E+00
   57.6276       0.00000     -9.954742E-01  0.000000E+00  9.954742E-01  0.000000E+00
   58.5723       0.00000     -9.994293E-01  0.000000E+00  9.994293E-01  0.000000E+00
   59.5170       0.00000     -1.000414E+00  0.000000E+00  1.000414E+00  0.000000E+00
   60.4618       0.00000     -9.982484E-01  0.000000E+00  9.982484E-01  0.000000E+00
   61.4065       0.00000     -9.927306E-01  0.000000E+00  9.927306E-01  0.000000E+00
   62.3512       0.00000     -9.836034E-01  0.000000E+00  9.836034E-01  0.000000E+00
   63.2959       0.00000     -9.711387E-01  0.000000E+00  9.711387E-01  0.000000E+00
   64.2406       0.00000     -9.538722E-01  0.000000E+00  9.538722E-01  0.000000E+00
   65.1853       0.00000     -9.317142E-01  0.000000E+00  9.317142E-01  0.000000E+00
   66.1301       0.00000     -9.039891E-01  0.000000E+00  9.039891E-01  0.000000E+00
   67.0748       0.00000     -8.698802E-01  0.000000E+00  8.698802E-01  0.000000E+00
   68.0195       0.00000     -8.284269E-01  0.000000E+00  8.284269E-01  0.000000E+00
   68.9642       0.00000     -7.785342E-01  0.000000E+00  7.785342E-01  0.000000E+00
   69.9089       0.00000     -7.190029E-01  0.000000E+00  7.190029E-01  0.000000E+00
   70.8536       0.00000     -6.485846E-01  0.000000E+00  6.485846E-01  0.000000E+00
   71.7983       0.00000     -5.660707E-01  0.000000E+00  5.660707E-01  0.000000E+00
   72.7431       0.00000     -4.704166E-01  0.000000E+00  4.704166E-01  0.000000E+00
   73.6878       0.00000     -3.608965E-01  0.000000E+00  3.608965E-01  0.000000E+00
   74.6325       0.00000     -2.372784E-01  0.000000E+00  2.372784E-01  0.000000E+00
   75.5772       0.00000     -9.999563E-02  0.000000E+00  9.999563E-02  0.000000E+00
   76.5219       0.00000      4.971534E-02  0.000000E+00  4.971534E-02  0.000000E+00
   77.4666       0.00000      2.097471E-01  0.000000E+00  2.097471E-01  0.000000E+00
   78.4113       0.00000      3.771581E-01  0.000000E+00  3.771581E-01  0.000000E+00
   79.3561       0.00000      5.523192E-01  0.000000E+00  5.523192E-01  0.000000E+00
   80.3008       0.00000      7.229319E-01  0.000000E+00  7.229319E-01  0.000000E+00
   81.2455       0.00000      8.888847E-01  0.000000E+00  8.888847E-01  0.000000E+00
   82.1902       0.00000      1.046651E+00  0.000000E+00  1.046651E+00  0.000000E+00
   83.1349       0.00000      1.193392E+00  0.000000E+00  1.193392E+00  0.000000E+00
   84.0796       0.00000      1.327096E+00  0.000000E+00  1.327096E+00  0.000000E+00
   85.0243       0.00000      1.446593E+00  0.000000E+00  1.446593E+00  0.000000E+00
   85.9691       0.00000      1.551468E+00  0.000000E+00  1.551468E+00  0.000000E+00
   86.9138       0.00000      1.641915E+00  0.000000E+00  1.641915E+00  0.000000E+00
   87.8585       0.00000      1.718556E+00  0.000000E+00  1.718556E+00  0.000000E+00
   88.8032       0.00000      1.782274E+00  0.000000E+00  1.782274E+00  0.000000E+00
   89.7479       0.00000      1.834058E+00  0.000000E+00  1.834058E+00  0.000000E+00
   90.6926       0.00000      1.874878E+00  0.000000E+00  1.874878E+00  0.000000E+00
   91.6374       0.00000      1.904833E+00  0.000000E+00  1.904833E+00  0.000000E+00
   92.5821       0.00000      1.926227E+00  0.000000E+00  1.926227E+00  0.000000E+00
   93.5268       0.00000      1.938806E+00  0.000000E+00  1.938806E+00  0.000000E+00
   94.4715       0.00000      1.942923E+00  0.000000E+00  1.942923E+00  0.000000E+00
   0.00000       1.00000      1.946317E+00  0.000000E+00  1.946317E+00  1.546678E+02
  0.944715       1.00000      1.942311E+00  4.240772E-03  1.942315E+00  1.543494E+02
   1.88943       1.00000      1.929922E+00  8.644167E-03  1.929942E+00  1.533525E+02
   2.83414       1.00000      1.909150E+00  1.331102E-02  1.909196E+00  1.516874E+02
   3.77886       1.00000      1.879167E+00  1.829587E-02  1.879256E+00  1.492850E+02
   4.72357       1.00000      1.839331E+00  2.372883E-02  1.839484E+00  1.460946E+02
   5.66829       1.00000      1.788720E+00  2.969324E-02  1.788966E+00  1.420437E+02
   6.61301       1.00000      1.726289E+00  3.624114E-02  1.726670E+00  1.370515E+02
   7.55772       1.00000      1.650945E+00  4.337596E-02  1.651515E+00  1.310341E+02
   8.50244       1.00000      1.561656E+00  5.103065E-02  1.562490E+00  1.239138E+02
   9.44715       1.00000      1.457609E+00  5.904471E-02  1.458804E+00  1.156314E+02
   10.3919       1.00000      1.338402E+00  6.714577E-02  1.340085E+00  1.061603E+02
   11.3366       1.00000      1.204261E+00  7.494428E-02  1.206591E+00  9.552320E+01
   12.2813       1.00000      1.056246E+00  8.195088E-02  1.059421E+00  8.380598E+01
   13.2260       1.00000      8.963807E-01  8.762437E-02  9.006533E-01  7.116782E+01
   14.1707       1.00000      7.276723E-01  9.144987E-02  7.333963E-01  5.784168E+01
   15.1154       1.00000      5.539577E-01  9.303478E-02  5.617157E-01  4.412308E+01
   16.0602       1.00000      3.790564E-01  9.210174E-02  3.900852E-01  3.022042E+01
   17.0049       1.00000      2.085478E-01  8.884610E-02  2.266844E-01  1.675127E+01
   17.9496       1.00000      4.585954E-02  8.363234E-02  9.538063E-02  3.888598E+00
   18.8943       1.00000     -1.057690E-01  7.696733E-02  1.308092E-01 -8.116624E+00
   19.8390       1.00000     -2.440898E-01  6.941539E-02  2.537683E-01 -1.908799E+01
   20.7837       1.00000     -3.678881E-01  6.150905E-02  3.729946E-01 -2.892724E+01
   21.7284       1.00000     -4.768748E-01  5.368825E-02  4.798875E-01 -3.760699E+01
   22.6732       1.00000     -5.714893E-01  4.627287E-02  5.733595E-01 -4.515653E+01
   23.6179       1.00000     -6.526715E-01  3.946301E-02  6.538634E-01 -5.164510E+01
   24.5626       1.00000     -7.216498E-01  3.335658E-02  7.224203E-01 -5.716580E+01
   25.5073       1.00000     -7.797683E-01  2.797410E-02  7.802700E-01 -6.182223E+01
   26.4520       1.00000     -8.283628E-01  2.328376E-02  8.286900E-01 -6.571852E+01
   27.3967       1.00000     -8.686800E-01  1.922245E-02  8.688926E-01 -6.895272E+01
   28.3415       1.00000     -9.018329E-01  1.571174E-02  9.019697E-01 -7.161295E+01
   29.2862       1.00000     -9.287821E-01  1.266872E-02  9.288685E-01 -7.377565E+01
   30.2309       1.00000     -9.503338E-01  1.001281E-02  9.503865E-01 -7.550522E+01
   31.1756       1.00000     -9.670273E-01  7.657663E-03  9.670577E-01 -7.683217E+01
   32.1203       1.00000     -9.796599E-01  5.574930E-03  9.796758E-01 -7.784915E+01
   33.0650       1.00000     -9.884869E-01  3.674555E-03  9.884937E-01 -7.856055E+01
   34.0097       1.00000     -9.938225E-01  1.911111E-03  9.938244E-01 -7.899192E+01
   34.9545       1.00000     -9.959030E-01  2.498906E-04  9.959030E-01 -7.916266E+01
   35.8992       1.00000     -9.949082E-01 -1.331486E-03  9.949091E-01 -7.908783E+01
   36.8439       1.00000     -9.909886E-01 -2.840563E-03  9.909927E-01 -7.878026E+01
   37.7886       1.00000     -9.842961E-01 -4.266694E-03  9.843053E-01 -7.825308E+01
   38.7333       1.00000     -9.750228E-01 -5.577267E-03  9.750387E-01 -7.752280E+01
   39.6780       1.00000     -9.634453E-01 -6.714557E-03  9.634687E-01 -7.661265E+01
   40.6227       1.00000     -9.499724E-01 -7.595060E-03  9.500027E-01 -7.555618E+01
   41.5675       1.00000     -9.351893E-01 -8.113932E-03  9.352245E-01 -7.440037E+01
   42.5122       1.00000     -9.198854E-01 -8.157364E-03  9.199216E-01 -7.320730E+01
   43.4569       1.00000     -9.050487E-01 -7.624661E-03  9.050809E-01 -7.205350E+01
   44.4016       1.00000     -8.918112E-01 -6.458562E-03  8.918346E-01 -7.102553E+01
   45.3463       1.00000     -8.813344E-01 -4.677286E-03  8.813469E-01 -7.021164E+01
   46.2910       1.00000     -8.746462E-01 -2.396492E-03  8.746495E-01 -6.968980E+01
   47.2358       1.00000     -8.724953E-01  1.197417E-04  8.724953E-01 -6.951883E+01
   48.1805       1.00000     -8.751537E-01  2.677053E-03  8.751578E-01 -6.972876E+01
   49.1252       1.00000     -8.823162E-01  4.945291E-03  8.823301E-01 -7.028579E+01
   50.0699       1.00000     -8.932674E-01  6.712841E-03  8.932926E-01 -7.113555E+01
   51.0146       1.00000     -9.069730E-01  7.863118E-03  9.070071E-01 -7.219977E+01
   51.9593       1.00000     -9.222601E-01  8.377220E-03  9.222982E-01 -7.338929E+01
   52.9040       1.00000     -9.379843E-01  8.312622E-03  9.380211E-01 -7.461634E+01
   53.8488       1.00000     -9.531475E-01  7.771042E-03  9.531792E-01 -7.580334E+01
   54.7935       1.00000     -9.669549E-01  6.867612E-03  9.669793E-01 -7.688749E+01
   55.7382       1.00000     -9.788201E-01  5.708358E-03  9.788368E-01 -7.782154E+01
   56.6829       1.00000     -9.883365E-01  4.377591E-03  9.883462E-01 -7.857202E+01
   57.6276       1.00000     -9.952314E-01  2.933442E-03  9.952357E-01 -7.911598E+01
   58.5723       1.00000     -9.993176E-01  1.408620E-03  9.993185E-01 -7.943731E+01
   59.5170       1.00000     -1.000448E+00 -1.863388E-04  1.000448E+00 -7.952327E+01
   60.4618       1.00000     -9.984752E-01 -1.859195E-03  9.984770E-01 -7.936139E+01
   61.4065       1.00000     -9.932239E-01 -3.632582E-03  9.932306E-01 -7.893690E+01
   62.3512       1.00000     -9.844602E-01 -5.541470E-03  9.844758E-01 -7.823066E+01
   63.2959       1.00000     -9.719956E-01 -7.652611E-03  9.720257E-01 -7.723986E+01
   64.2406       1.00000     -9.552105E-01 -1.000485E-02  9.552629E-01 -7.589288E+01
   65.1853       1.00000     -9.336712E-01 -1.266946E-02  9.337571E-01 -7.416436E+01
   66.1301       1.00000     -9.067184E-01 -1.572111E-02  9.068546E-01 -7.200146E+01
   67.0748       1.00000     -8.735464E-01 -1.924056E-02  8.737583E-01 -6.933984E+01
   68.0195       1.00000     -8.331951E-01 -2.331085E-02  8.335211E-01 -6.610317E+01
   68.9642       1.00000     -7.845523E-01 -2.801047E-02  7.850521E-01 -6.220350E+01
   69.9089       1.00000     -7.263731E-01 -3.340246E-02  7.271407E-01 -5.754309E+01
   70.8536       1.00000     -6.573252E-01 -3.951855E-02  6.585121E-01 -5.201827E+01
   71.7983       1.00000     -5.760695E-01 -4.633811E-02  5.779302E-01 -4.552603E+01
   72.7431       1.00000     -4.813839E-01 -5.376345E-02  4.843769E-01 -3.797394E+01
   73.6878       1.00000     -3.723337E-01 -6.159526E-02  3.773942E-01 -2.929324E+01
   74.6325       1.00000     -2.484812E-01 -6.951517E-02  2.580219E-01 -1.945459E+01
   75.5772       1.00000     -1.101092E-01 -7.708520E-02  1.344104E-01 -8.484455E+00
   76.5219       1.00000      4.158380E-02 -8.377406E-02  9.352703E-02  3.520893E+00
   77.4666       1.00000      2.043745E-01 -8.901639E-02  2.229189E-01  1.638779E+01
   78.4113       1.00000      3.756262E-01 -9.225700E-02  3.867899E-01  3.000035E+01
   79.3561       1.00000      5.502104E-01 -9.311091E-02  5.580333E-01  4.379133E+01
   80.3008       1.00000      7.242091E-01 -9.154464E-02  7.299721E-01  5.753253E+01
   81.2455       1.00000      8.932618E-01 -8.773421E-02  8.975600E-01  7.088815E+01
   82.1902       1.00000      1.053502E+00 -8.206761E-02  1.056694E+00  8.355986E+01
   83.1349       1.00000      1.201888E+00 -7.505877E-02  1.204230E+00  9.531130E+01
   84.0796       1.00000      1.336369E+00 -6.725101E-02  1.338060E+00  1.059804E+02
   85.0243       1.00000      1.455869E+00 -5.913702E-02  1.457069E+00  1.154792E+02
   85.9691       1.00000      1.560157E+00 -5.110932E-02  1.560994E+00  1.237845E+02
   86.9138       1.00000      1.649637E+00 -4.344211E-02  1.650209E+00  1.309227E+02
   87.8585       1.00000      1.725131E+00 -3.629666E-02  1.725512E+00  1.369540E+02
   88.8032       1.00000      1.787677E+00 -2.973996E-02  1.787925E+00  1.419568E+02
   89.7479       1.00000      1.838379E+00 -2.376795E-02  1.838533E+00  1.460157E+02
   90.6926       1.00000      1.878283E+00 -1.832709E-02  1.878373E+00  1.492119E+02
   91.6374       1.00000      1.907919E+00 -1.321116E-02  1.907965E+00  1.515760E+02
   92.5821       1.00000      1.928720E+00 -8.807441E-03  1.928740E+00  1.532295E+02
   93.5268       1.00000      1.941284E+00 -4.351820E-03  1.941289E+00  1.542378E+02
   94.4715       1.00000      1.945311E+00 -4.779086E-16  1.945311E+00  1.545693E+02
   0.00000       2.00000      1.947897E+00  0.000000E+00  1.947897E+00  3.095289E+02
  0.944715       2.00000      1.944378E+00  8.522631E-03  1.944396E+00  3.088178E+02
   1.88943       2.00000      1.932295E+00  1.727279E-02  1.932372E+00  3.068519E+02
   2.83414       2.00000      1.912260E+00  2.630355E-02  1.912440E+00  3.036060E+02
   3.77886       2.00000      1.883169E+00  3.615199E-02  1.883515E+00  2.988646E+02
   4.72357       2.00000      1.844433E+00  4.690150E-02  1.845030E+00  2.925631E+02
   5.66829       2.00000      1.795084E+00  5.873326E-02  1.796044E+00  2.845557E+02
   6.61301       2.00000      1.733987E+00  7.177986E-02  1.735472E+00  2.746761E+02
   7.55772       2.00000      1.659441E+00  8.603684E-02  1.661669E+00  2.628250E+02
   8.50244       2.00000      1.571301E+00  1.015050E-01  1.574576E+00  2.486619E+02
   9.44715       2.00000      1.468031E+00  1.177833E-01  1.472748E+00  2.321362E+02
   10.3919       2.00000      1.348991E+00  1.343096E-01  1.355660E+00  2.131776E+02
   11.3366       2.00000      1.214180E+00  1.502645E-01  1.223442E+00  1.918163E+02
   12.2813       2.00000      1.064499E+00  1.646095E-01  1.077151E+00  1.682164E+02
   13.2260       2.00000      9.019560E-01  1.761975E-01  9.190050E-01  1.426991E+02
   14.1707       2.00000      7.297276E-01  1.839512E-01  7.525559E-01  1.157472E+02
   15.1154       2.00000      5.520080E-01  1.870732E-01  5.828458E-01  8.798133E+01
   16.0602       2.00000      3.736260E-01  1.852264E-01  4.170194E-01  6.010862E+01
   17.0049       2.00000      1.994928E-01  1.786184E-01  2.677722E-01  3.284914E+01
