Los Alamos National Laboratory Poisson Superfish
Program SF7 written by James H. Billen and Lloyd M. Young

The original Poisson Superfish codes were developed
by Ron F. Holsinger in collaboration with Klaus Halbach.
These programs are provided as a service to the accelerator
community by the Los Alamos Accelerator Code Group (LAACG).

(c) Copyright 1985-2005, by the Regents of the University of California.        
This software was produced under U. S. Government contract W-7405-ENG-36        
by Los Alamos National Laboratory, which is operated by the University          
of California for the U. S. Department of Energy.  Neither the Government       
nor the University makes any warranty, express or implied, or assumes           
any liability or responsibility for its use, or represents that use of          
this software would not infringe privately owned rights.                        
Unpublished - rights reserved under Copyright Laws of the United States.        


Program SF7  7.17  released 1-13-2006 

Program file: C:\LANL\SF7.EXE
SF.INI file: C:\LANL\SF.INI  2-11-2021   4:14:24
Solution file C:\LANL\LINAC\BUNCHER1\DISKLOADED.T35.
Memory used for DISKLOADED.T35 arrays:     164.424 K
Reading keyword commands and data from file:
C:\LANL\LINAC\BUNCHER1\DISKLOADED.IN7

Electromagnetic fields for a rectangular area with corners at:
(Zmin,Rmin) = (0.0,0.0)
(Zmax,Rmax) = (58.782,10)
Z and R increments:   100    10

      Z             R              Ez            Er            |E|           H 
    (mm)          (mm)           (MV/m)        (MV/m)        (MV/m)        (A/m) 
   28.2154       1.00000     -1.069540E+00 -1.558307E-03  1.069541E+00 -8.517378E+01
   28.8032       1.00000     -1.068220E+00 -6.869337E-04  1.068221E+00 -8.506884E+01
   29.3910       1.00000     -1.068081E+00  3.743786E-04  1.068081E+00 -8.506511E+01
   29.9788       1.00000     -1.069010E+00  1.444165E-03  1.069011E+00 -8.512758E+01
   30.5666       1.00000     -1.071203E+00  2.287672E-03  1.071206E+00 -8.530201E+01
   31.1545       1.00000     -1.074135E+00  3.012679E-03  1.074139E+00 -8.550687E+01
   31.7423       1.00000     -1.077915E+00  3.417343E-03  1.077920E+00 -8.580741E+01
   32.3301       1.00000     -1.081673E+00  3.405913E-03  1.081678E+00 -8.606547E+01
   32.9179       1.00000     -1.085143E+00  3.174132E-03  1.085148E+00 -8.629332E+01
   33.5057       1.00000     -1.088309E+00  2.212587E-03  1.088312E+00 -8.654510E+01
   34.0936       1.00000     -1.089866E+00  9.987034E-04  1.089866E+00 -8.661825E+01
   34.6814       1.00000     -1.090032E+00 -7.154354E-04  1.090032E+00 -8.663149E+01
   35.2692       1.00000     -1.087564E+00 -2.903787E-03  1.087568E+00 -8.638517E+01
   35.8570       1.00000     -1.082717E+00 -5.341598E-03  1.082730E+00 -8.599978E+01
   36.4448       1.00000     -1.074198E+00 -8.435927E-03  1.074232E+00 -8.527409E+01
   37.0327       1.00000     -1.061991E+00 -1.172753E-02  1.062056E+00 -8.425668E+01
   37.6205       1.00000     -1.045994E+00 -1.548703E-02  1.046109E+00 -8.298466E+01
   38.2083       1.00000     -1.025027E+00 -1.960455E-02  1.025214E+00 -8.127137E+01
   38.7961       1.00000     -9.994030E-01 -2.398642E-02  9.996908E-01 -7.923391E+01
   39.3839       1.00000     -9.679152E-01 -2.891059E-02  9.683468E-01 -7.668430E+01
   39.9718       1.00000     -9.305504E-01 -3.402674E-02  9.311723E-01 -7.366812E+01
   40.5596       1.00000     -8.872562E-01 -3.962544E-02  8.881406E-01 -7.022558E+01
   41.1474       1.00000     -8.368898E-01 -4.552203E-02  8.381270E-01 -6.617848E+01
   41.7352       1.00000     -7.797513E-01 -5.168217E-02  7.814621E-01 -6.163510E+01
   42.3230       1.00000     -7.148243E-01 -5.825452E-02  7.171941E-01 -5.643727E+01
   42.9109       1.00000     -6.422200E-01 -6.497942E-02  6.454989E-01 -5.064204E+01
   43.4987       1.00000     -5.617775E-01 -7.186935E-02  5.663560E-01 -4.424565E+01
   44.0865       1.00000     -4.731437E-01 -7.885730E-02  4.796701E-01 -3.719607E+01
   44.6743       1.00000     -3.764074E-01 -8.571049E-02  3.860425E-01 -2.950408E+01
   45.2621       1.00000     -2.718123E-01 -9.238362E-02  2.870830E-01 -2.121250E+01
   45.8500       1.00000     -1.594444E-01 -9.877677E-02  1.875616E-01 -1.227756E+01
   46.4378       1.00000     -4.038615E-02 -1.043520E-01  1.118945E-01 -2.867901E+00
   47.0256       1.00000      8.476583E-02 -1.094615E-01  1.384452E-01  6.993715E+00
   47.6134       1.00000      2.157536E-01 -1.133749E-01  2.437283E-01  1.740921E+01
   48.2012       1.00000      3.501034E-01 -1.162036E-01  3.688844E-01  2.797441E+01
   48.7891       1.00000      4.878578E-01 -1.181443E-01  5.019595E-01  3.892796E+01
   49.3769       1.00000      6.258306E-01 -1.180766E-01  6.368721E-01  4.976351E+01
   49.9647       1.00000      7.633401E-01 -1.172454E-01  7.722918E-01  6.055801E+01
   50.5525       1.00000      8.996095E-01 -1.145762E-01  9.068765E-01  7.139348E+01
   51.1403       1.00000      1.031394E+00 -1.107356E-01  1.037321E+00  8.174247E+01
   51.7282       1.00000      1.158737E+00 -1.059008E-01  1.163566E+00  9.186818E+01
   52.3160       1.00000      1.278786E+00 -9.950375E-02  1.282651E+00  1.013048E+02
   52.9038       1.00000      1.391229E+00 -9.261125E-02  1.394308E+00  1.101637E+02
   53.4916       1.00000      1.495411E+00 -8.462248E-02  1.497803E+00  1.184477E+02
   54.0794       1.00000      1.589679E+00 -7.618243E-02  1.591503E+00  1.258890E+02
   54.6673       1.00000      1.674021E+00 -6.730062E-02  1.675373E+00  1.325955E+02
   55.2551       1.00000      1.747511E+00 -5.799911E-02  1.748473E+00  1.384077E+02
   55.8429       1.00000      1.810175E+00 -4.860416E-02  1.810827E+00  1.433904E+02
   56.4307       1.00000      1.861597E+00 -3.893843E-02  1.862004E+00  1.474603E+02
   57.0185       1.00000      1.901189E+00 -2.947273E-02  1.901418E+00  1.505747E+02
   57.6064       1.00000      1.930064E+00 -1.964849E-02  1.930164E+00  1.528707E+02
   58.1942       1.00000      1.947388E+00 -9.824243E-03  1.947413E+00  1.542483E+02
   58.7820       1.00000      1.950685E+00 -1.475600E-15  1.950685E+00  1.543987E+02
   0.00000       2.00000      1.969903E+00  0.000000E+00  1.969903E+00  3.109310E+02
  0.587820       2.00000      1.969485E+00  1.949532E-02  1.969582E+00  3.102258E+02
   1.17564       2.00000      1.952296E+00  3.899064E-02  1.952685E+00  3.074921E+02
   1.76346       2.00000      1.923577E+00  5.819230E-02  1.924457E+00  3.030283E+02
   2.35128       2.00000      1.883670E+00  7.758973E-02  1.885267E+00  2.966818E+02
   2.93910       2.00000      1.832202E+00  9.676793E-02  1.834756E+00  2.885575E+02
   3.52692       2.00000      1.769717E+00  1.158322E-01  1.773503E+00  2.786204E+02
   4.11474       2.00000      1.695764E+00  1.343548E-01  1.701078E+00  2.669902E+02
   4.70256       2.00000      1.610637E+00  1.525359E-01  1.617844E+00  2.536968E+02
   5.29038       2.00000      1.515975E+00  1.695437E-01  1.525426E+00  2.386426E+02
   5.87820       2.00000      1.410221E+00  1.854474E-01  1.422363E+00  2.222152E+02
   6.46602       2.00000      1.296870E+00  2.002191E-01  1.312235E+00  2.041889E+02
   7.05384       2.00000      1.173694E+00  2.122853E-01  1.192738E+00  1.851452E+02
   7.64166       2.00000      1.043221E+00  2.230753E-01  1.066805E+00  1.650717E+02
   8.22948       2.00000      9.098964E-01  2.305498E-01  9.386504E-01  1.438690E+02
   8.81730       2.00000      7.698790E-01  2.355362E-01  8.051031E-01  1.223525E+02
   9.40512       2.00000      6.306016E-01  2.383415E-01  6.741402E-01  1.002032E+02
   9.99294       2.00000      4.879720E-01  2.369613E-01  5.424641E-01  7.826859E+01
   10.5808       2.00000      3.467536E-01  2.340251E-01  4.183370E-01  5.647565E+01
   11.1686       2.00000      2.110522E-01  2.276857E-01  3.104574E-01  3.489503E+01
   11.7564       2.00000      7.731471E-02  2.193375E-01  2.325651E-01  1.414563E+01
   12.3442       2.00000     -4.871765E-02  2.094752E-01  2.150658E-01 -5.897316E+00
   12.9320       2.00000     -1.698018E-01  1.973376E-01  2.603359E-01 -2.481420E+01
   13.5199       2.00000     -2.821855E-01  1.850372E-01  3.374425E-01 -4.268660E+01
   14.1077       2.00000     -3.874565E-01  1.709549E-01  4.234951E-01 -5.926960E+01
   14.6955       2.00000     -4.840750E-01  1.569237E-01  5.088749E-01 -7.463292E+01
   15.2833       2.00000     -5.722046E-01  1.429285E-01  5.897853E-01 -8.864818E+01
   15.8711       2.00000     -6.518547E-01  1.290219E-01  6.645007E-01 -1.014306E+02
   16.4590       2.00000     -7.236888E-01  1.153864E-01  7.328297E-01 -1.128543E+02
   17.0468       2.00000     -7.871762E-01  1.025134E-01  7.938233E-01 -1.231427E+02
   17.6346       2.00000     -8.430025E-01  9.004171E-02  8.477976E-01 -1.322536E+02
   18.2224       2.00000     -8.924904E-01  7.833582E-02  8.959216E-01 -1.401236E+02
   18.8102       2.00000     -9.344710E-01  6.740176E-02  9.368986E-01 -1.470486E+02
   19.3981       2.00000     -9.710056E-01  5.690344E-02  9.726715E-01 -1.528587E+02
   19.9859       2.00000     -1.000911E+00  4.758533E-02  1.002042E+00 -1.578654E+02
   20.5737       2.00000     -1.025397E+00  3.863831E-02  1.026124E+00 -1.620081E+02
   21.1615       2.00000     -1.045751E+00  3.061676E-02  1.046200E+00 -1.652451E+02
   21.7493       2.00000     -1.060706E+00  2.327970E-02  1.060961E+00 -1.678728E+02
   22.3372       2.00000     -1.072403E+00  1.651896E-02  1.072530E+00 -1.697330E+02
   22.9250       2.00000     -1.079571E+00  1.085385E-02  1.079626E+00 -1.711289E+02
   23.5128       2.00000     -1.083489E+00  5.590701E-03  1.083504E+00 -1.720184E+02
   24.1006       2.00000     -1.085591E+00  1.560233E-03  1.085592E+00 -1.723526E+02
   24.6884       2.00000     -1.084492E+00 -1.813594E-03  1.084494E+00 -1.724517E+02
