# xp yp zp Ez Er |E| Hp
# 1111 7
# 1 11 101 7
 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 5.87820000e-04  0.00000000e+00  0.00000000e+00 -4.14601100e+04  0.00000000e+00  4.14601100e+04  0.00000000e+00
 1.17564000e-03  0.00000000e+00  0.00000000e+00 -8.52934400e+04  0.00000000e+00  8.52934400e+04  0.00000000e+00
 1.76346000e-03  0.00000000e+00  0.00000000e+00 -1.27940200e+05  0.00000000e+00  1.27940200e+05  0.00000000e+00
 2.35128000e-03  0.00000000e+00  0.00000000e+00 -1.65608000e+05  0.00000000e+00  1.65608000e+05  0.00000000e+00
 2.93910000e-03  0.00000000e+00  0.00000000e+00 -2.09200000e+05  0.00000000e+00  2.09200000e+05  0.00000000e+00
 3.52692000e-03  0.00000000e+00  0.00000000e+00 -2.57585400e+05  0.00000000e+00  2.57585400e+05  0.00000000e+00
 4.11474000e-03  0.00000000e+00  0.00000000e+00 -3.08459700e+05  0.00000000e+00  3.08459700e+05  0.00000000e+00
 4.70256000e-03  0.00000000e+00  0.00000000e+00 -3.60789000e+05  0.00000000e+00  3.60789000e+05  0.00000000e+00
 5.29038000e-03  0.00000000e+00  0.00000000e+00 -4.17962300e+05  0.00000000e+00  4.17962300e+05  0.00000000e+00
 5.87820000e-03  0.00000000e+00  0.00000000e+00 -4.77823800e+05  0.00000000e+00  4.77823800e+05  0.00000000e+00
 6.46602000e-03  0.00000000e+00  0.00000000e+00 -5.42052100e+05  0.00000000e+00  5.42052100e+05  0.00000000e+00
 7.05384000e-03  0.00000000e+00  0.00000000e+00 -6.09221200e+05  0.00000000e+00  6.09221200e+05  0.00000000e+00
 7.64166000e-03  0.00000000e+00  0.00000000e+00 -6.81120300e+05  0.00000000e+00  6.81120300e+05  0.00000000e+00
 8.22948000e-03  0.00000000e+00  0.00000000e+00 -7.54713100e+05  0.00000000e+00  7.54713100e+05  0.00000000e+00
 8.81730000e-03  0.00000000e+00  0.00000000e+00 -8.33372900e+05  0.00000000e+00  8.33372900e+05  0.00000000e+00
 9.40512000e-03  0.00000000e+00  0.00000000e+00 -9.11590700e+05  0.00000000e+00  9.11590700e+05  0.00000000e+00
 9.99294000e-03  0.00000000e+00  0.00000000e+00 -9.90644900e+05  0.00000000e+00  9.90644900e+05  0.00000000e+00
 1.05808000e-02  0.00000000e+00  0.00000000e+00 -1.07438700e+06  0.00000000e+00  1.07438700e+06  0.00000000e+00
 1.11686000e-02  0.00000000e+00  0.00000000e+00 -1.15364900e+06  0.00000000e+00  1.15364900e+06  0.00000000e+00
 1.17564000e-02  0.00000000e+00  0.00000000e+00 -1.23568200e+06  0.00000000e+00  1.23568200e+06  0.00000000e+00
 1.23442000e-02  0.00000000e+00  0.00000000e+00 -1.31113500e+06  0.00000000e+00  1.31113500e+06  0.00000000e+00
 1.29320000e-02  0.00000000e+00  0.00000000e+00 -1.38711400e+06  0.00000000e+00  1.38711400e+06  0.00000000e+00
 1.35199000e-02  0.00000000e+00  0.00000000e+00 -1.45468700e+06  0.00000000e+00  1.45468700e+06  0.00000000e+00
 1.41077000e-02  0.00000000e+00  0.00000000e+00 -1.51734400e+06  0.00000000e+00  1.51734400e+06  0.00000000e+00
 1.46955000e-02  0.00000000e+00  0.00000000e+00 -1.57665500e+06  0.00000000e+00  1.57665500e+06  0.00000000e+00
 1.52833000e-02  0.00000000e+00  0.00000000e+00 -1.62642000e+06  0.00000000e+00  1.62642000e+06  0.00000000e+00
 1.58711000e-02  0.00000000e+00  0.00000000e+00 -1.67082500e+06  0.00000000e+00  1.67082500e+06  0.00000000e+00
 1.64590000e-02  0.00000000e+00  0.00000000e+00 -1.70508200e+06  0.00000000e+00  1.70508200e+06  0.00000000e+00
 1.70468000e-02  0.00000000e+00  0.00000000e+00 -1.73102400e+06  0.00000000e+00  1.73102400e+06  0.00000000e+00
 1.76346000e-02  0.00000000e+00  0.00000000e+00 -1.74934400e+06  0.00000000e+00  1.74934400e+06  0.00000000e+00
 1.82224000e-02  0.00000000e+00  0.00000000e+00 -1.75701900e+06  0.00000000e+00  1.75701900e+06  0.00000000e+00
 1.88102000e-02  0.00000000e+00  0.00000000e+00 -1.75625800e+06  0.00000000e+00  1.75625800e+06  0.00000000e+00
