# xp yp zp Ex Ey Ez
# 1111 6
# 101 1 11 6
 6.00000000e-03  0.00000000e+00  1.29320000e-02  4.33181400e+05  0.00000000e+00 -1.48219400e+06
 7.00000000e-03  0.00000000e+00  1.29320000e-02  5.37902800e+05  0.00000000e+00 -1.52830000e+06
 8.00000000e-03  0.00000000e+00  1.29320000e-02  6.56507600e+05  0.00000000e+00 -1.59615600e+06
 9.00000000e-03  0.00000000e+00  1.29320000e-02  7.93332900e+05  0.00000000e+00 -1.70197300e+06
 1.00000000e-02  0.00000000e+00  1.29320000e-02  9.14605600e+05  0.00000000e+00 -1.88883400e+06
 0.00000000e+00  0.00000000e+00  1.35199000e-02  0.00000000e+00  0.00000000e+00 -1.45468700e+06
 1.00000000e-03  0.00000000e+00  1.35199000e-02  5.83814100e+04  0.00000000e+00 -1.46329200e+06
 2.00000000e-03  0.00000000e+00  1.35199000e-02  1.18899200e+05  0.00000000e+00 -1.47258400e+06
 3.00000000e-03  0.00000000e+00  1.35199000e-02  1.78475400e+05  0.00000000e+00 -1.48508100e+06
 4.00000000e-03  0.00000000e+00  1.35199000e-02  2.43762600e+05  0.00000000e+00 -1.50593600e+06
 5.00000000e-03  0.00000000e+00  1.35199000e-02  3.17174500e+05  0.00000000e+00 -1.53718400e+06
 6.00000000e-03  0.00000000e+00  1.35199000e-02  3.99511700e+05  0.00000000e+00 -1.57567900e+06
 7.00000000e-03  0.00000000e+00  1.35199000e-02  4.90188800e+05  0.00000000e+00 -1.63247800e+06
 8.00000000e-03  0.00000000e+00  1.35199000e-02  5.89090100e+05  0.00000000e+00 -1.71266500e+06
 9.00000000e-03  0.00000000e+00  1.35199000e-02  6.97163100e+05  0.00000000e+00 -1.82563900e+06
 1.00000000e-02  0.00000000e+00  1.35199000e-02  7.99339000e+05  0.00000000e+00 -1.99642800e+06
 0.00000000e+00  0.00000000e+00  1.41077000e-02  0.00000000e+00  0.00000000e+00 -1.51734400e+06
 1.00000000e-03  0.00000000e+00  1.41077000e-02  5.33756500e+04  0.00000000e+00 -1.52861200e+06
 2.00000000e-03  0.00000000e+00  1.41077000e-02  1.07764800e+05  0.00000000e+00 -1.54064900e+06
 3.00000000e-03  0.00000000e+00  1.41077000e-02  1.60564500e+05  0.00000000e+00 -1.55550400e+06
 4.00000000e-03  0.00000000e+00  1.41077000e-02  2.21602400e+05  0.00000000e+00 -1.58208800e+06
 5.00000000e-03  0.00000000e+00  1.41077000e-02  2.87939600e+05  0.00000000e+00 -1.61409400e+06
 6.00000000e-03  0.00000000e+00  1.41077000e-02  3.59870100e+05  0.00000000e+00 -1.66181600e+06
 7.00000000e-03  0.00000000e+00  1.41077000e-02  4.37527100e+05  0.00000000e+00 -1.72306200e+06
 8.00000000e-03  0.00000000e+00  1.41077000e-02  5.20386900e+05  0.00000000e+00 -1.80764000e+06
 9.00000000e-03  0.00000000e+00  1.41077000e-02  6.00929200e+05  0.00000000e+00 -1.91838900e+06
 1.00000000e-02  0.00000000e+00  1.41077000e-02  6.69455300e+05  0.00000000e+00 -2.08761300e+06
 0.00000000e+00  0.00000000e+00  1.46955000e-02  0.00000000e+00  0.00000000e+00 -1.57665500e+06
 1.00000000e-03  0.00000000e+00  1.46955000e-02  4.75256000e+04  0.00000000e+00 -1.58792400e+06
 2.00000000e-03  0.00000000e+00  1.46955000e-02  9.60489500e+04  0.00000000e+00 -1.60194900e+06
 3.00000000e-03  0.00000000e+00  1.46955000e-02  1.44884300e+05  0.00000000e+00 -1.61771900e+06
 4.00000000e-03  0.00000000e+00  1.46955000e-02  1.97124200e+05  0.00000000e+00 -1.64615400e+06
 5.00000000e-03  0.00000000e+00  1.46955000e-02  2.56481800e+05  0.00000000e+00 -1.68387100e+06
 6.00000000e-03  0.00000000e+00  1.46955000e-02  3.16999800e+05  0.00000000e+00 -1.73452100e+06
 7.00000000e-03  0.00000000e+00  1.46955000e-02  3.82524800e+05  0.00000000e+00 -1.80133900e+06
 8.00000000e-03  0.00000000e+00  1.46955000e-02  4.47307000e+05  0.00000000e+00 -1.88635600e+06
 9.00000000e-03  0.00000000e+00  1.46955000e-02  5.13559500e+05  0.00000000e+00 -1.99897600e+06
 1.00000000e-02  0.00000000e+00  1.46955000e-02  5.49840000e+05  0.00000000e+00 -2.12951300e+06
 0.00000000e+00  0.00000000e+00  1.52833000e-02  0.00000000e+00  0.00000000e+00 -1.62642000e+06
 1.00000000e-03  0.00000000e+00  1.52833000e-02  4.11420800e+04  0.00000000e+00 -1.63976800e+06
 2.00000000e-03  0.00000000e+00  1.52833000e-02  8.32560800e+04  0.00000000e+00 -1.65464800e+06
 3.00000000e-03  0.00000000e+00  1.52833000e-02  1.23875500e+05  0.00000000e+00 -1.67368800e+06
 4.00000000e-03  0.00000000e+00  1.52833000e-02  1.71307800e+05  0.00000000e+00 -1.70318800e+06
 5.00000000e-03  0.00000000e+00  1.52833000e-02  2.19833300e+05  0.00000000e+00 -1.74468400e+06
 6.00000000e-03  0.00000000e+00  1.52833000e-02  2.72554800e+05  0.00000000e+00 -1.79815700e+06
 7.00000000e-03  0.00000000e+00  1.52833000e-02  3.25203300e+05  0.00000000e+00 -1.86529400e+06
 8.00000000e-03  0.00000000e+00  1.52833000e-02  3.75738100e+05  0.00000000e+00 -1.95080300e+06
 9.00000000e-03  0.00000000e+00  1.52833000e-02  4.20592800e+05  0.00000000e+00 -2.05373000e+06
 1.00000000e-02  0.00000000e+00  1.52833000e-02  4.49913300e+05  0.00000000e+00 -2.17717300e+06
 0.00000000e+00  0.00000000e+00  1.58711000e-02  0.00000000e+00  0.00000000e+00 -1.67082500e+06
 1.00000000e-03  0.00000000e+00  1.58711000e-02  3.43992200e+04  0.00000000e+00 -1.68417200e+06
 2.00000000e-03  0.00000000e+00  1.58711000e-02  6.92754500e+04  0.00000000e+00 -1.70048300e+06
 3.00000000e-03  0.00000000e+00  1.58711000e-02  1.03799800e+05  0.00000000e+00 -1.71976300e+06
 4.00000000e-03  0.00000000e+00  1.58711000e-02  1.42036900e+05  0.00000000e+00 -1.75273900e+06
 5.00000000e-03  0.00000000e+00  1.58711000e-02  1.83425500e+05  0.00000000e+00 -1.79540800e+06
 6.00000000e-03  0.00000000e+00  1.58711000e-02  2.25395100e+05  0.00000000e+00 -1.85031500e+06
 7.00000000e-03  0.00000000e+00  1.58711000e-02  2.68056600e+05  0.00000000e+00 -1.91868600e+06
 8.00000000e-03  0.00000000e+00  1.58711000e-02  3.07859800e+05  0.00000000e+00 -2.00034500e+06
 9.00000000e-03  0.00000000e+00  1.58711000e-02  3.43751500e+05  0.00000000e+00 -2.09608300e+06
 1.00000000e-02  0.00000000e+00  1.58711000e-02  3.54265900e+05  0.00000000e+00 -2.20795000e+06
 0.00000000e+00  0.00000000e+00  1.64590000e-02  0.00000000e+00  0.00000000e+00 -1.70508200e+06
 1.00000000e-03  0.00000000e+00  1.64590000e-02  2.70512800e+04  0.00000000e+00 -1.72001000e+06
 2.00000000e-03  0.00000000e+00  1.64590000e-02  5.49660400e+04  0.00000000e+00 -1.73699900e+06
 3.00000000e-03  0.00000000e+00  1.64590000e-02  8.25649800e+04  0.00000000e+00 -1.75757600e+06
 4.00000000e-03  0.00000000e+00  1.64590000e-02  1.12617500e+05  0.00000000e+00 -1.79194100e+06
 5.00000000e-03  0.00000000e+00  1.64590000e-02  1.44723200e+05  0.00000000e+00 -1.83686600e+06
 6.00000000e-03  0.00000000e+00  1.64590000e-02  1.78327100e+05  0.00000000e+00 -1.89268200e+06
 7.00000000e-03  0.00000000e+00  1.64590000e-02  2.11163400e+05  0.00000000e+00 -1.96001600e+06
 8.00000000e-03  0.00000000e+00  1.64590000e-02  2.41163100e+05  0.00000000e+00 -2.03943500e+06
 9.00000000e-03  0.00000000e+00  1.64590000e-02  2.64171800e+05  0.00000000e+00 -2.12972400e+06
 1.00000000e-02  0.00000000e+00  1.64590000e-02  2.77087300e+05  0.00000000e+00 -2.22368200e+06
 0.00000000e+00  0.00000000e+00  1.70468000e-02  0.00000000e+00  0.00000000e+00 -1.73102400e+06
 1.00000000e-03  0.00000000e+00  1.70468000e-02  1.95375400e+04  0.00000000e+00 -1.74718700e+06
 2.00000000e-03  0.00000000e+00  1.70468000e-02  3.94745900e+04  0.00000000e+00 -1.76541700e+06
 3.00000000e-03  0.00000000e+00  1.70468000e-02  5.89803900e+04  0.00000000e+00 -1.78719000e+06
 4.00000000e-03  0.00000000e+00  1.70468000e-02  8.16242300e+04  0.00000000e+00 -1.82287600e+06
 5.00000000e-03  0.00000000e+00  1.70468000e-02  1.05683300e+05  0.00000000e+00 -1.86830900e+06
 6.00000000e-03  0.00000000e+00  1.70468000e-02  1.30460300e+05  0.00000000e+00 -1.92480100e+06
 7.00000000e-03  0.00000000e+00  1.70468000e-02  1.54965000e+05  0.00000000e+00 -1.99199400e+06
 8.00000000e-03  0.00000000e+00  1.70468000e-02  1.76597500e+05  0.00000000e+00 -2.06855800e+06
 9.00000000e-03  0.00000000e+00  1.70468000e-02  1.96228800e+05  0.00000000e+00 -2.15085400e+06
 1.00000000e-02  0.00000000e+00  1.70468000e-02  1.99695500e+05  0.00000000e+00 -2.24042900e+06
 0.00000000e+00  0.00000000e+00  1.76346000e-02  0.00000000e+00  0.00000000e+00 -1.74934400e+06
 1.00000000e-03  0.00000000e+00  1.76346000e-02  1.16298200e+04  0.00000000e+00 -1.76550800e+06
 2.00000000e-03  0.00000000e+00  1.76346000e-02  2.37815000e+04  0.00000000e+00 -1.78459700e+06
 3.00000000e-03  0.00000000e+00  1.76346000e-02  3.59723700e+04  0.00000000e+00 -1.80651800e+06
 4.00000000e-03  0.00000000e+00  1.76346000e-02  4.98613800e+04  0.00000000e+00 -1.84347100e+06
 5.00000000e-03  0.00000000e+00  1.76346000e-02  6.58448000e+04  0.00000000e+00 -1.89056500e+06
 6.00000000e-03  0.00000000e+00  1.76346000e-02  8.24364800e+04  0.00000000e+00 -1.94762800e+06
 7.00000000e-03  0.00000000e+00  1.76346000e-02  9.90249200e+04  0.00000000e+00 -2.01403700e+06
 8.00000000e-03  0.00000000e+00  1.76346000e-02  1.14429200e+05  0.00000000e+00 -2.08914500e+06
 9.00000000e-03  0.00000000e+00  1.76346000e-02  1.26368100e+05  0.00000000e+00 -2.16998600e+06
 1.00000000e-02  0.00000000e+00  1.76346000e-02  1.32594500e+05  0.00000000e+00 -2.24725600e+06
 0.00000000e+00  0.00000000e+00  1.82224000e-02  0.00000000e+00  0.00000000e+00 -1.75701900e+06
 1.00000000e-03  0.00000000e+00  1.82224000e-02  3.51284800e+03  0.00000000e+00 -1.77423700e+06
 2.00000000e-03  0.00000000e+00  1.82224000e-02  7.49112200e+03  0.00000000e+00 -1.79378800e+06
 3.00000000e-03  0.00000000e+00  1.82224000e-02  1.09653800e+04  0.00000000e+00 -1.81749900e+06
 4.00000000e-03  0.00000000e+00  1.82224000e-02  1.73234900e+04  0.00000000e+00 -1.85454000e+06
 5.00000000e-03  0.00000000e+00  1.82224000e-02  2.50471500e+04  0.00000000e+00 -1.90306400e+06
 6.00000000e-03  0.00000000e+00  1.82224000e-02  3.40418400e+04  0.00000000e+00 -1.96080500e+06
 7.00000000e-03  0.00000000e+00  1.82224000e-02  4.36394200e+04  0.00000000e+00 -2.02798600e+06
 8.00000000e-03  0.00000000e+00  1.82224000e-02  5.36983800e+04  0.00000000e+00 -2.10296500e+06
 9.00000000e-03  0.00000000e+00  1.82224000e-02  6.05544800e+04  0.00000000e+00 -2.17983800e+06
 1.00000000e-02  0.00000000e+00  1.82224000e-02  6.43990600e+04  0.00000000e+00 -2.25593400e+06
 0.00000000e+00  0.00000000e+00  1.88102000e-02  0.00000000e+00  0.00000000e+00 -1.75625800e+06
 1.00000000e-03  0.00000000e+00  1.88102000e-02 -4.80809700e+03  0.00000000e+00 -1.77347600e+06
 2.00000000e-03  0.00000000e+00  1.88102000e-02 -9.22655900e+03  0.00000000e+00 -1.79380400e+06
 3.00000000e-03  0.00000000e+00  1.88102000e-02 -1.41552000e+04  0.00000000e+00 -1.81765700e+06
 4.00000000e-03  0.00000000e+00  1.88102000e-02 -1.59917800e+04  0.00000000e+00 -1.85692100e+06
 5.00000000e-03  0.00000000e+00  1.88102000e-02 -1.64359100e+04  0.00000000e+00 -1.90582700e+06
 6.00000000e-03  0.00000000e+00  1.88102000e-02 -1.49367100e+04  0.00000000e+00 -1.96547700e+06
 7.00000000e-03  0.00000000e+00  1.88102000e-02 -1.18501000e+04  0.00000000e+00 -2.03291700e+06
 8.00000000e-03  0.00000000e+00  1.88102000e-02 -8.12468300e+03  0.00000000e+00 -2.10734600e+06
 9.00000000e-03  0.00000000e+00  1.88102000e-02 -3.23103700e+03  0.00000000e+00 -2.18463600e+06
 1.00000000e-02  0.00000000e+00  1.88102000e-02 -2.64673600e+03  0.00000000e+00 -2.25746900e+06
 0.00000000e+00  0.00000000e+00  1.93981000e-02  0.00000000e+00  0.00000000e+00 -1.74435200e+06
 1.00000000e-03  0.00000000e+00  1.93981000e-02 -1.34309300e+04  0.00000000e+00 -1.76256100e+06
 2.00000000e-03  0.00000000e+00  1.93981000e-02 -2.62808100e+04  0.00000000e+00 -1.78336800e+06
 3.00000000e-03  0.00000000e+00  1.93981000e-02 -3.91181900e+04  0.00000000e+00 -1.80810200e+06
 4.00000000e-03  0.00000000e+00  1.93981000e-02 -5.03341800e+04  0.00000000e+00 -1.84845800e+06
 5.00000000e-03  0.00000000e+00  1.93981000e-02 -5.84981000e+04  0.00000000e+00 -1.89996100e+06
 6.00000000e-03  0.00000000e+00  1.93981000e-02 -6.48397100e+04  0.00000000e+00 -1.96048900e+06
 7.00000000e-03  0.00000000e+00  1.93981000e-02 -6.83601700e+04  0.00000000e+00 -2.03025200e+06
 8.00000000e-03  0.00000000e+00  1.93981000e-02 -6.87786600e+04  0.00000000e+00 -2.10574000e+06
 9.00000000e-03  0.00000000e+00  1.93981000e-02 -6.82949600e+04  0.00000000e+00 -2.18424700e+06
 1.00000000e-02  0.00000000e+00  1.93981000e-02 -6.35896000e+04  0.00000000e+00 -2.25925500e+06
 0.00000000e+00  0.00000000e+00  1.99859000e-02  0.00000000e+00  0.00000000e+00 -1.72225600e+06
 1.00000000e-03  0.00000000e+00  1.99859000e-02 -2.21709800e+04  0.00000000e+00 -1.74142900e+06
 2.00000000e-03  0.00000000e+00  1.99859000e-02 -4.39576200e+04  0.00000000e+00 -1.76321200e+06
 3.00000000e-03  0.00000000e+00  1.99859000e-02 -6.63418500e+04  0.00000000e+00 -1.78906900e+06
 4.00000000e-03  0.00000000e+00  1.99859000e-02 -8.49807800e+04  0.00000000e+00 -1.83123700e+06
 5.00000000e-03  0.00000000e+00  1.99859000e-02 -1.02124200e+05  0.00000000e+00 -1.88341000e+06
 6.00000000e-03  0.00000000e+00  1.99859000e-02 -1.15509000e+05  0.00000000e+00 -1.94712700e+06
 7.00000000e-03  0.00000000e+00  1.99859000e-02 -1.25892400e+05  0.00000000e+00 -2.01898100e+06
 8.00000000e-03  0.00000000e+00  1.99859000e-02 -1.32021700e+05  0.00000000e+00 -2.09742100e+06
 9.00000000e-03  0.00000000e+00  1.99859000e-02 -1.32254300e+05  0.00000000e+00 -2.17951800e+06
 1.00000000e-02  0.00000000e+00  1.99859000e-02 -1.30881900e+05  0.00000000e+00 -2.25572600e+06
 0.00000000e+00  0.00000000e+00  2.05737000e-02  0.00000000e+00  0.00000000e+00 -1.69086700e+06
 1.00000000e-03  0.00000000e+00  2.05737000e-02 -3.12286100e+04  0.00000000e+00 -1.71004000e+06
 2.00000000e-03  0.00000000e+00  2.05737000e-02 -6.18757300e+04  0.00000000e+00 -1.73258700e+06
 3.00000000e-03  0.00000000e+00  2.05737000e-02 -9.24619800e+04  0.00000000e+00 -1.75877900e+06
 4.00000000e-03  0.00000000e+00  2.05737000e-02 -1.21334200e+05  0.00000000e+00 -1.80238300e+06
 5.00000000e-03  0.00000000e+00  2.05737000e-02 -1.46055300e+05  0.00000000e+00 -1.85812300e+06
 6.00000000e-03  0.00000000e+00  2.05737000e-02 -1.68437200e+05  0.00000000e+00 -1.92362700e+06
 7.00000000e-03  0.00000000e+00  2.05737000e-02 -1.84995500e+05  0.00000000e+00 -1.99949200e+06
 8.00000000e-03  0.00000000e+00  2.05737000e-02 -1.96290400e+05  0.00000000e+00 -2.08260700e+06
 9.00000000e-03  0.00000000e+00  2.05737000e-02 -2.03054000e+05  0.00000000e+00 -2.16802400e+06
 1.00000000e-02  0.00000000e+00  2.05737000e-02 -1.94526500e+05  0.00000000e+00 -2.25219000e+06
 0.00000000e+00  0.00000000e+00  2.11615000e-02  0.00000000e+00  0.00000000e+00 -1.64771400e+06
 1.00000000e-03  0.00000000e+00  2.11615000e-02 -4.04378600e+04  0.00000000e+00 -1.66775700e+06
 2.00000000e-03  0.00000000e+00  2.11615000e-02 -8.03866400e+04  0.00000000e+00 -1.69077500e+06
 3.00000000e-03  0.00000000e+00  2.11615000e-02 -1.21083400e+05  0.00000000e+00 -1.71882800e+06
 4.00000000e-03  0.00000000e+00  2.11615000e-02 -1.57980700e+05  0.00000000e+00 -1.76261400e+06
 5.00000000e-03  0.00000000e+00  2.11615000e-02 -1.92619600e+05  0.00000000e+00 -1.82113600e+06
 6.00000000e-03  0.00000000e+00  2.11615000e-02 -2.22136100e+05  0.00000000e+00 -1.88960800e+06
 7.00000000e-03  0.00000000e+00  2.11615000e-02 -2.47368600e+05  0.00000000e+00 -1.97113400e+06
 8.00000000e-03  0.00000000e+00  2.11615000e-02 -2.63711900e+05  0.00000000e+00 -2.05911900e+06
 9.00000000e-03  0.00000000e+00  2.11615000e-02 -2.71162500e+05  0.00000000e+00 -2.15385600e+06
 1.00000000e-02  0.00000000e+00  2.11615000e-02 -2.68494100e+05  0.00000000e+00 -2.24382800e+06
 0.00000000e+00  0.00000000e+00  2.17493000e-02  0.00000000e+00  0.00000000e+00 -1.59466200e+06
 1.00000000e-03  0.00000000e+00  2.17493000e-02 -4.98158100e+04  0.00000000e+00 -1.61470400e+06
 2.00000000e-03  0.00000000e+00  2.17493000e-02 -9.92413300e+04  0.00000000e+00 -1.63841400e+06
 3.00000000e-03  0.00000000e+00  2.17493000e-02 -1.48377100e+05  0.00000000e+00 -1.66656900e+06
 4.00000000e-03  0.00000000e+00  2.17493000e-02 -1.96167900e+05  0.00000000e+00 -1.71387600e+06
 5.00000000e-03  0.00000000e+00  2.17493000e-02 -2.39725200e+05  0.00000000e+00 -1.77290600e+06
 6.00000000e-03  0.00000000e+00  2.17493000e-02 -2.79493800e+05  0.00000000e+00 -1.84745800e+06
 7.00000000e-03  0.00000000e+00  2.17493000e-02 -3.11284000e+05  0.00000000e+00 -1.93243500e+06
 8.00000000e-03  0.00000000e+00  2.17493000e-02 -3.35929400e+05  0.00000000e+00 -2.02938700e+06
 9.00000000e-03  0.00000000e+00  2.17493000e-02 -3.50239400e+05  0.00000000e+00 -2.13235600e+06
 1.00000000e-02  0.00000000e+00  2.17493000e-02 -3.39038300e+05  0.00000000e+00 -2.23467500e+06
 0.00000000e+00  0.00000000e+00  2.23372000e-02  0.00000000e+00  0.00000000e+00 -1.52973800e+06
 1.00000000e-03  0.00000000e+00  2.23372000e-02 -5.93968500e+04  0.00000000e+00 -1.55038200e+06
 2.00000000e-03  0.00000000e+00  2.23372000e-02 -1.18358200e+05  0.00000000e+00 -1.57446000e+06
 3.00000000e-03  0.00000000e+00  2.23372000e-02 -1.77235300e+05  0.00000000e+00 -1.60344500e+06
 4.00000000e-03  0.00000000e+00  2.23372000e-02 -2.34732900e+05  0.00000000e+00 -1.65168800e+06
 5.00000000e-03  0.00000000e+00  2.23372000e-02 -2.89072900e+05  0.00000000e+00 -1.71551400e+06
 6.00000000e-03  0.00000000e+00  2.23372000e-02 -3.38204700e+05  0.00000000e+00 -1.79196000e+06
 7.00000000e-03  0.00000000e+00  2.23372000e-02 -3.80830400e+05  0.00000000e+00 -1.88490100e+06
 8.00000000e-03  0.00000000e+00  2.23372000e-02 -4.11090800e+05  0.00000000e+00 -1.98974900e+06
 9.00000000e-03  0.00000000e+00  2.23372000e-02 -4.29507200e+05  0.00000000e+00 -2.10382000e+06
 1.00000000e-02  0.00000000e+00  2.23372000e-02 -4.27558400e+05  0.00000000e+00 -2.22055800e+06
 0.00000000e+00  0.00000000e+00  2.29250000e-02  0.00000000e+00  0.00000000e+00 -1.45418600e+06
 1.00000000e-03  0.00000000e+00  2.29250000e-02 -6.89891200e+04  0.00000000e+00 -1.47491400e+06
 2.00000000e-03  0.00000000e+00  2.29250000e-02 -1.37857000e+05  0.00000000e+00 -1.49937100e+06
 3.00000000e-03  0.00000000e+00  2.29250000e-02 -2.06955900e+05  0.00000000e+00 -1.52921100e+06
 4.00000000e-03  0.00000000e+00  2.29250000e-02 -2.74734400e+05  0.00000000e+00 -1.57958900e+06
 5.00000000e-03  0.00000000e+00  2.29250000e-02 -3.39335500e+05  0.00000000e+00 -1.64374400e+06
 6.00000000e-03  0.00000000e+00  2.29250000e-02 -4.00096900e+05  0.00000000e+00 -1.72661000e+06
 7.00000000e-03  0.00000000e+00  2.29250000e-02 -4.53152100e+05  0.00000000e+00 -1.82416900e+06
 8.00000000e-03  0.00000000e+00  2.29250000e-02 -4.94826300e+05  0.00000000e+00 -1.93929600e+06
 9.00000000e-03  0.00000000e+00  2.29250000e-02 -5.23235100e+05  0.00000000e+00 -2.07056700e+06
 1.00000000e-02  0.00000000e+00  2.29250000e-02 -5.21478900e+05  0.00000000e+00 -2.19542400e+06
 0.00000000e+00  0.00000000e+00  2.35128000e-02  0.00000000e+00  0.00000000e+00 -1.36733100e+06
 1.00000000e-03  0.00000000e+00  2.35128000e-02 -7.86755800e+04  0.00000000e+00 -1.38804500e+06
 2.00000000e-03  0.00000000e+00  2.35128000e-02 -1.57496000e+05  0.00000000e+00 -1.41251700e+06
 3.00000000e-03  0.00000000e+00  2.35128000e-02 -2.35922400e+05  0.00000000e+00 -1.44232300e+06
 4.00000000e-03  0.00000000e+00  2.35128000e-02 -3.14427200e+05  0.00000000e+00 -1.49316100e+06
 5.00000000e-03  0.00000000e+00  2.35128000e-02 -3.91457700e+05  0.00000000e+00 -1.56154900e+06
 6.00000000e-03  0.00000000e+00  2.35128000e-02 -4.64158100e+05  0.00000000e+00 -1.64568900e+06
 7.00000000e-03  0.00000000e+00  2.35128000e-02 -5.29828800e+05  0.00000000e+00 -1.75194600e+06
 8.00000000e-03  0.00000000e+00  2.35128000e-02 -5.84112700e+05  0.00000000e+00 -1.87693200e+06
 9.00000000e-03  0.00000000e+00  2.35128000e-02 -6.25539000e+05  0.00000000e+00 -2.01603600e+06
 1.00000000e-02  0.00000000e+00  2.35128000e-02 -6.24977900e+05  0.00000000e+00 -2.18128900e+06
 0.00000000e+00  0.00000000e+00  2.41006000e-02  0.00000000e+00  0.00000000e+00 -1.27011300e+06
 1.00000000e-03  0.00000000e+00  2.41006000e-02 -8.83018000e+04  0.00000000e+00 -1.29005600e+06
 2.00000000e-03  0.00000000e+00  2.41006000e-02 -1.76699600e+05  0.00000000e+00 -1.31429400e+06
 3.00000000e-03  0.00000000e+00  2.41006000e-02 -2.65131400e+05  0.00000000e+00 -1.34430500e+06
 4.00000000e-03  0.00000000e+00  2.41006000e-02 -3.53469400e+05  0.00000000e+00 -1.39535500e+06
 5.00000000e-03  0.00000000e+00  2.41006000e-02 -4.43633000e+05  0.00000000e+00 -1.46329500e+06
 6.00000000e-03  0.00000000e+00  2.41006000e-02 -5.30356300e+05  0.00000000e+00 -1.55328600e+06
 7.00000000e-03  0.00000000e+00  2.41006000e-02 -6.11415100e+05  0.00000000e+00 -1.66263900e+06
 8.00000000e-03  0.00000000e+00  2.41006000e-02 -6.79213100e+05  0.00000000e+00 -1.79963900e+06
 9.00000000e-03  0.00000000e+00  2.41006000e-02 -7.29801600e+05  0.00000000e+00 -1.96293100e+06
 1.00000000e-02  0.00000000e+00  2.41006000e-02 -7.49769500e+05  0.00000000e+00 -2.14129100e+06
 0.00000000e+00  0.00000000e+00  2.46884000e-02  0.00000000e+00  0.00000000e+00 -1.16086400e+06
 1.00000000e-03  0.00000000e+00  2.46884000e-02 -9.75523300e+04  0.00000000e+00 -1.18080700e+06
 2.00000000e-03  0.00000000e+00  2.46884000e-02 -1.95789200e+05  0.00000000e+00 -1.20417600e+06
 3.00000000e-03  0.00000000e+00  2.46884000e-02 -2.93954200e+05  0.00000000e+00 -1.23327300e+06
 4.00000000e-03  0.00000000e+00  2.46884000e-02 -3.94425700e+05  0.00000000e+00 -1.28375600e+06
 5.00000000e-03  0.00000000e+00  2.46884000e-02 -4.95049700e+05  0.00000000e+00 -1.35282500e+06
 6.00000000e-03  0.00000000e+00  2.46884000e-02 -5.97835500e+05  0.00000000e+00 -1.44197400e+06
 7.00000000e-03  0.00000000e+00  2.46884000e-02 -6.95378600e+05  0.00000000e+00 -1.55856900e+06
 8.00000000e-03  0.00000000e+00  2.46884000e-02 -7.84934300e+05  0.00000000e+00 -1.70355100e+06
 9.00000000e-03  0.00000000e+00  2.46884000e-02 -8.64048700e+05  0.00000000e+00 -1.88262800e+06
 1.00000000e-02  0.00000000e+00  2.46884000e-02 -8.86658200e+05  0.00000000e+00 -2.11275700e+06
 0.00000000e+00  0.00000000e+00  2.52763000e-02  0.00000000e+00  0.00000000e+00 -1.04310400e+06
 1.00000000e-03  0.00000000e+00  2.52763000e-02 -1.06481800e+05  0.00000000e+00 -1.06114800e+06
 2.00000000e-03  0.00000000e+00  2.52763000e-02 -2.13928800e+05  0.00000000e+00 -1.08375600e+06
 3.00000000e-03  0.00000000e+00  2.52763000e-02 -3.21615600e+05  0.00000000e+00 -1.11115200e+06
 4.00000000e-03  0.00000000e+00  2.52763000e-02 -4.31437700e+05  0.00000000e+00 -1.16056200e+06
 5.00000000e-03  0.00000000e+00  2.52763000e-02 -5.48203100e+05  0.00000000e+00 -1.22639100e+06
 6.00000000e-03  0.00000000e+00  2.52763000e-02 -6.64562400e+05  0.00000000e+00 -1.31666900e+06
 7.00000000e-03  0.00000000e+00  2.52763000e-02 -7.82903100e+05  0.00000000e+00 -1.43325600e+06
 8.00000000e-03  0.00000000e+00  2.52763000e-02 -8.96526600e+05  0.00000000e+00 -1.58861300e+06
 9.00000000e-03  0.00000000e+00  2.52763000e-02 -9.91068200e+05  0.00000000e+00 -1.78505400e+06
 1.00000000e-02  0.00000000e+00  2.52763000e-02 -1.06078500e+06  0.00000000e+00 -2.03885800e+06
 0.00000000e+00  0.00000000e+00  2.58641000e-02  0.00000000e+00  0.00000000e+00 -9.12964000e+05
 1.00000000e-03  0.00000000e+00  2.58641000e-02 -1.14912400e+05  0.00000000e+00 -9.31008200e+05
 2.00000000e-03  0.00000000e+00  2.58641000e-02 -2.30899400e+05  0.00000000e+00 -9.51620700e+05
 3.00000000e-03  0.00000000e+00  2.58641000e-02 -3.44482900e+05  0.00000000e+00 -9.78385100e+05
 4.00000000e-03  0.00000000e+00  2.58641000e-02 -4.69834200e+05  0.00000000e+00 -1.02229100e+06
 5.00000000e-03  0.00000000e+00  2.58641000e-02 -5.96205200e+05  0.00000000e+00 -1.08717200e+06
 6.00000000e-03  0.00000000e+00  2.58641000e-02 -7.31925600e+05  0.00000000e+00 -1.17228100e+06
 7.00000000e-03  0.00000000e+00  2.58641000e-02 -8.70452200e+05  0.00000000e+00 -1.28908100e+06
 8.00000000e-03  0.00000000e+00  2.58641000e-02 -1.00953300e+06  0.00000000e+00 -1.44426700e+06
 9.00000000e-03  0.00000000e+00  2.58641000e-02 -1.15628500e+06  0.00000000e+00 -1.65818300e+06
 1.00000000e-02  0.00000000e+00  2.58641000e-02 -1.24010300e+06  0.00000000e+00 -1.94098800e+06
