# xp yp zp Ex Ey Ez
# 1111 6
# 101 1 11 6
 2.00000000e-03  0.00000000e+00  5.29038000e-03  9.79173900e+04  0.00000000e+00 -3.97400400e+05
 3.00000000e-03  0.00000000e+00  5.29038000e-03  1.47811900e+05  0.00000000e+00 -3.82886400e+05
 4.00000000e-03  0.00000000e+00  5.29038000e-03  1.92831500e+05  0.00000000e+00 -3.59876600e+05
 5.00000000e-03  0.00000000e+00  5.29038000e-03  2.36786800e+05  0.00000000e+00 -3.26476800e+05
 6.00000000e-03  0.00000000e+00  5.29038000e-03  2.73668100e+05  0.00000000e+00 -2.85358100e+05
 7.00000000e-03  0.00000000e+00  5.29038000e-03  3.05838600e+05  0.00000000e+00 -2.31735200e+05
 8.00000000e-03  0.00000000e+00  5.29038000e-03  3.23566200e+05  0.00000000e+00 -1.67642500e+05
 9.00000000e-03  0.00000000e+00  5.29038000e-03  3.29068600e+05  0.00000000e+00 -9.41256000e+04
 1.00000000e-02  0.00000000e+00  5.29038000e-03  3.17302200e+05  0.00000000e+00 -2.08803800e+04
 0.00000000e+00  0.00000000e+00  5.87820000e-03  0.00000000e+00  0.00000000e+00 -4.77823800e+05
 1.00000000e-03  0.00000000e+00  5.87820000e-03  5.25906600e+04  0.00000000e+00 -4.68342500e+05
 2.00000000e-03  0.00000000e+00  5.87820000e-03  1.04994300e+05  0.00000000e+00 -4.56689500e+05
 3.00000000e-03  0.00000000e+00  5.87820000e-03  1.57135100e+05  0.00000000e+00 -4.41755000e+05
 4.00000000e-03  0.00000000e+00  5.87820000e-03  2.08843300e+05  0.00000000e+00 -4.16005700e+05
 5.00000000e-03  0.00000000e+00  5.87820000e-03  2.56122900e+05  0.00000000e+00 -3.81868600e+05
 6.00000000e-03  0.00000000e+00  5.87820000e-03  3.01648700e+05  0.00000000e+00 -3.34934200e+05
 7.00000000e-03  0.00000000e+00  5.87820000e-03  3.38269500e+05  0.00000000e+00 -2.76342000e+05
 8.00000000e-03  0.00000000e+00  5.87820000e-03  3.66378200e+05  0.00000000e+00 -2.02284700e+05
 9.00000000e-03  0.00000000e+00  5.87820000e-03  3.85888900e+05  0.00000000e+00 -1.16955000e+05
 1.00000000e-02  0.00000000e+00  5.87820000e-03  3.57889200e+05  0.00000000e+00 -1.29471000e+04
 0.00000000e+00  0.00000000e+00  6.46602000e-03  0.00000000e+00  0.00000000e+00 -5.42052100e+05
 1.00000000e-03  0.00000000e+00  6.46602000e-03  5.60874300e+04  0.00000000e+00 -5.32310600e+05
 2.00000000e-03  0.00000000e+00  6.46602000e-03  1.12026600e+05  0.00000000e+00 -5.20474100e+05
 3.00000000e-03  0.00000000e+00  6.46602000e-03  1.68041600e+05  0.00000000e+00 -5.05274000e+05
 4.00000000e-03  0.00000000e+00  6.46602000e-03  2.23378700e+05  0.00000000e+00 -4.79070100e+05
 5.00000000e-03  0.00000000e+00  6.46602000e-03  2.78878900e+05  0.00000000e+00 -4.41793900e+05
 6.00000000e-03  0.00000000e+00  6.46602000e-03  3.29632700e+05  0.00000000e+00 -3.93245800e+05
 7.00000000e-03  0.00000000e+00  6.46602000e-03  3.77142200e+05  0.00000000e+00 -3.28004300e+05
 8.00000000e-03  0.00000000e+00  6.46602000e-03  4.13154000e+05  0.00000000e+00 -2.44257000e+05
 9.00000000e-03  0.00000000e+00  6.46602000e-03  4.32338400e+05  0.00000000e+00 -1.40023000e+05
 1.00000000e-02  0.00000000e+00  6.46602000e-03  4.30162400e+05  0.00000000e+00 -1.93963600e+04
 0.00000000e+00  0.00000000e+00  7.05384000e-03  0.00000000e+00  0.00000000e+00 -6.09221200e+05
 1.00000000e-03  0.00000000e+00  7.05384000e-03  5.95934200e+04  0.00000000e+00 -6.00117800e+05
 2.00000000e-03  0.00000000e+00  7.05384000e-03  1.19208500e+05  0.00000000e+00 -5.88547000e+05
 3.00000000e-03  0.00000000e+00  7.05384000e-03  1.78356400e+05  0.00000000e+00 -5.73529100e+05
 4.00000000e-03  0.00000000e+00  7.05384000e-03  2.40402100e+05  0.00000000e+00 -5.46788800e+05
 5.00000000e-03  0.00000000e+00  7.05384000e-03  2.99905200e+05  0.00000000e+00 -5.09883900e+05
 6.00000000e-03  0.00000000e+00  7.05384000e-03  3.61215300e+05  0.00000000e+00 -4.58336300e+05
 7.00000000e-03  0.00000000e+00  7.05384000e-03  4.17836000e+05  0.00000000e+00 -3.90200500e+05
 8.00000000e-03  0.00000000e+00  7.05384000e-03  4.67722900e+05  0.00000000e+00 -2.98377400e+05
 9.00000000e-03  0.00000000e+00  7.05384000e-03  5.16527800e+05  0.00000000e+00 -1.82481400e+05
 1.00000000e-02  0.00000000e+00  7.05384000e-03  4.96062900e+05  0.00000000e+00 -1.41686000e+04
 0.00000000e+00  0.00000000e+00  7.64166000e-03  0.00000000e+00  0.00000000e+00 -6.81120300e+05
 1.00000000e-03  0.00000000e+00  7.64166000e-03  6.27215000e+04  0.00000000e+00 -6.72017000e+05
 2.00000000e-03  0.00000000e+00  7.64166000e-03  1.26180300e+05  0.00000000e+00 -6.61174600e+05
 3.00000000e-03  0.00000000e+00  7.64166000e-03  1.89312900e+05  0.00000000e+00 -6.46515600e+05
 4.00000000e-03  0.00000000e+00  7.64166000e-03  2.54147800e+05  0.00000000e+00 -6.20993100e+05
 5.00000000e-03  0.00000000e+00  7.64166000e-03  3.23496000e+05  0.00000000e+00 -5.84190200e+05
 6.00000000e-03  0.00000000e+00  7.64166000e-03  3.91146600e+05  0.00000000e+00 -5.33716000e+05
 7.00000000e-03  0.00000000e+00  7.64166000e-03  4.61582000e+05  0.00000000e+00 -4.62822400e+05
 8.00000000e-03  0.00000000e+00  7.64166000e-03  5.29048700e+05  0.00000000e+00 -3.66094300e+05
 9.00000000e-03  0.00000000e+00  7.64166000e-03  5.81193700e+05  0.00000000e+00 -2.31348900e+05
 1.00000000e-02  0.00000000e+00  7.64166000e-03  6.22962500e+05  0.00000000e+00 -4.30752400e+04
 0.00000000e+00  0.00000000e+00  8.22948000e-03  0.00000000e+00  0.00000000e+00 -7.54713100e+05
 1.00000000e-03  0.00000000e+00  8.22948000e-03  6.56955900e+04  0.00000000e+00 -7.47226500e+05
 2.00000000e-03  0.00000000e+00  8.22948000e-03  1.32100500e+05  0.00000000e+00 -7.37085900e+05
 3.00000000e-03  0.00000000e+00  8.22948000e-03  1.97359300e+05  0.00000000e+00 -7.24365600e+05
 4.00000000e-03  0.00000000e+00  8.22948000e-03  2.67192900e+05  0.00000000e+00 -6.98623600e+05
 5.00000000e-03  0.00000000e+00  8.22948000e-03  3.42390000e+05  0.00000000e+00 -6.66394700e+05
 6.00000000e-03  0.00000000e+00  8.22948000e-03  4.23047800e+05  0.00000000e+00 -6.17478100e+05
 7.00000000e-03  0.00000000e+00  8.22948000e-03  5.04760400e+05  0.00000000e+00 -5.49728700e+05
 8.00000000e-03  0.00000000e+00  8.22948000e-03  5.90761800e+05  0.00000000e+00 -4.50785400e+05
 9.00000000e-03  0.00000000e+00  8.22948000e-03  6.81285600e+05  0.00000000e+00 -3.08107300e+05
 1.00000000e-02  0.00000000e+00  8.22948000e-03  7.34623300e+05  0.00000000e+00 -8.75457000e+04
 0.00000000e+00  0.00000000e+00  8.81730000e-03  0.00000000e+00  0.00000000e+00 -8.33372900e+05
 1.00000000e-03  0.00000000e+00  8.81730000e-03  6.81206500e+04  0.00000000e+00 -8.25886400e+05
 2.00000000e-03  0.00000000e+00  8.81730000e-03  1.37317600e+05  0.00000000e+00 -8.17431200e+05
 3.00000000e-03  0.00000000e+00  8.81730000e-03  2.06899300e+05  0.00000000e+00 -8.05775800e+05
 4.00000000e-03  0.00000000e+00  8.81730000e-03  2.80174500e+05  0.00000000e+00 -7.85576800e+05
 5.00000000e-03  0.00000000e+00  8.81730000e-03  3.60017700e+05  0.00000000e+00 -7.52480700e+05
 6.00000000e-03  0.00000000e+00  8.81730000e-03  4.48317400e+05  0.00000000e+00 -7.11882900e+05
 7.00000000e-03  0.00000000e+00  8.81730000e-03  5.47579200e+05  0.00000000e+00 -6.48074400e+05
 8.00000000e-03  0.00000000e+00  8.81730000e-03  6.55566900e+05  0.00000000e+00 -5.57845400e+05
 9.00000000e-03  0.00000000e+00  8.81730000e-03  7.72007800e+05  0.00000000e+00 -4.15159800e+05
 1.00000000e-02  0.00000000e+00  8.81730000e-03  9.25929100e+05  0.00000000e+00 -2.00729300e+05
 0.00000000e+00  0.00000000e+00  9.40512000e-03  0.00000000e+00  0.00000000e+00 -9.11590700e+05
 1.00000000e-03  0.00000000e+00  9.40512000e-03  6.98859000e+04  0.00000000e+00 -9.06636300e+05
 2.00000000e-03  0.00000000e+00  9.40512000e-03  1.41397000e+05  0.00000000e+00 -8.99348200e+05
 3.00000000e-03  0.00000000e+00  9.40512000e-03  2.12929600e+05  0.00000000e+00 -8.90432500e+05
 4.00000000e-03  0.00000000e+00  9.40512000e-03  2.88484500e+05  0.00000000e+00 -8.72537600e+05
 5.00000000e-03  0.00000000e+00  9.40512000e-03  3.75334500e+05  0.00000000e+00 -8.50341800e+05
 6.00000000e-03  0.00000000e+00  9.40512000e-03  4.71042200e+05  0.00000000e+00 -8.11156300e+05
 7.00000000e-03  0.00000000e+00  9.40512000e-03  5.80853200e+05  0.00000000e+00 -7.62385500e+05
 8.00000000e-03  0.00000000e+00  9.40512000e-03  7.13089600e+05  0.00000000e+00 -6.80708500e+05
 9.00000000e-03  0.00000000e+00  9.40512000e-03  8.75476400e+05  0.00000000e+00 -5.63385900e+05
 1.00000000e-02  0.00000000e+00  9.40512000e-03  1.06415000e+06  0.00000000e+00 -3.75940400e+05
 0.00000000e+00  0.00000000e+00  9.99294000e-03  0.00000000e+00  0.00000000e+00 -9.90644900e+05
 1.00000000e-03  0.00000000e+00  9.99294000e-03  7.12037900e+04  0.00000000e+00 -9.89571700e+05
 2.00000000e-03  0.00000000e+00  9.99294000e-03  1.43464600e+05  0.00000000e+00 -9.84706100e+05
 3.00000000e-03  0.00000000e+00  9.99294000e-03  2.13085300e+05  0.00000000e+00 -9.77691300e+05
 4.00000000e-03  0.00000000e+00  9.99294000e-03  2.95800900e+05  0.00000000e+00 -9.68100000e+05
 5.00000000e-03  0.00000000e+00  9.99294000e-03  3.84215200e+05  0.00000000e+00 -9.47197300e+05
 6.00000000e-03  0.00000000e+00  9.99294000e-03  4.87168200e+05  0.00000000e+00 -9.24402000e+05
 7.00000000e-03  0.00000000e+00  9.99294000e-03  6.08189500e+05  0.00000000e+00 -8.83316400e+05
 8.00000000e-03  0.00000000e+00  9.99294000e-03  7.55287300e+05  0.00000000e+00 -8.30042300e+05
 9.00000000e-03  0.00000000e+00  9.99294000e-03  9.23060300e+05  0.00000000e+00 -7.22119500e+05
 1.00000000e-02  0.00000000e+00  9.99294000e-03  1.24763200e+06  0.00000000e+00 -6.22478200e+05
 0.00000000e+00  0.00000000e+00  1.05808000e-02  0.00000000e+00  0.00000000e+00 -1.07438700e+06
 1.00000000e-03  0.00000000e+00  1.05808000e-02  7.11780500e+04  0.00000000e+00 -1.07265900e+06
 2.00000000e-03  0.00000000e+00  1.05808000e-02  1.44524000e+05  0.00000000e+00 -1.07127000e+06
 3.00000000e-03  0.00000000e+00  1.05808000e-02  2.17590600e+05  0.00000000e+00 -1.06684300e+06
 4.00000000e-03  0.00000000e+00  1.05808000e-02  2.96459500e+05  0.00000000e+00 -1.06013500e+06
 5.00000000e-03  0.00000000e+00  1.05808000e-02  3.89968200e+05  0.00000000e+00 -1.05346600e+06
 6.00000000e-03  0.00000000e+00  1.05808000e-02  4.93954100e+05  0.00000000e+00 -1.03590300e+06
 7.00000000e-03  0.00000000e+00  1.05808000e-02  6.21419000e+05  0.00000000e+00 -1.01851500e+06
 8.00000000e-03  0.00000000e+00  1.05808000e-02  7.81662000e+05  0.00000000e+00 -9.87599400e+05
 9.00000000e-03  0.00000000e+00  1.05808000e-02  9.95805600e+05  0.00000000e+00 -9.48528800e+05
 1.00000000e-02  0.00000000e+00  1.05808000e-02  1.27833400e+06  0.00000000e+00 -9.29040800e+05
 0.00000000e+00  0.00000000e+00  1.11686000e-02  0.00000000e+00  0.00000000e+00 -1.15364900e+06
 1.00000000e-03  0.00000000e+00  1.11686000e-02  7.06249900e+04  0.00000000e+00 -1.15549900e+06
 2.00000000e-03  0.00000000e+00  1.11686000e-02  1.42823600e+05  0.00000000e+00 -1.15572400e+06
 3.00000000e-03  0.00000000e+00  1.11686000e-02  2.11996100e+05  0.00000000e+00 -1.15638300e+06
 4.00000000e-03  0.00000000e+00  1.11686000e-02  2.97417500e+05  0.00000000e+00 -1.15520800e+06
 5.00000000e-03  0.00000000e+00  1.11686000e-02  3.86105700e+05  0.00000000e+00 -1.15413400e+06
 6.00000000e-03  0.00000000e+00  1.11686000e-02  4.94533800e+05  0.00000000e+00 -1.15592600e+06
 7.00000000e-03  0.00000000e+00  1.11686000e-02  6.19476000e+05  0.00000000e+00 -1.15117100e+06
 8.00000000e-03  0.00000000e+00  1.11686000e-02  7.83019300e+05  0.00000000e+00 -1.15315300e+06
 9.00000000e-03  0.00000000e+00  1.11686000e-02  9.96229300e+05  0.00000000e+00 -1.16225600e+06
 1.00000000e-02  0.00000000e+00  1.11686000e-02  1.30819600e+06  0.00000000e+00 -1.21879600e+06
 0.00000000e+00  0.00000000e+00  1.17564000e-02  0.00000000e+00  0.00000000e+00 -1.23568200e+06
 1.00000000e-03  0.00000000e+00  1.17564000e-02  6.89296900e+04  0.00000000e+00 -1.23753200e+06
 2.00000000e-03  0.00000000e+00  1.17564000e-02  1.39557800e+05  0.00000000e+00 -1.24089700e+06
 3.00000000e-03  0.00000000e+00  1.17564000e-02  2.10863400e+05  0.00000000e+00 -1.24345100e+06
 4.00000000e-03  0.00000000e+00  1.17564000e-02  2.87711500e+05  0.00000000e+00 -1.24957900e+06
 5.00000000e-03  0.00000000e+00  1.17564000e-02  3.79994200e+05  0.00000000e+00 -1.25397600e+06
 6.00000000e-03  0.00000000e+00  1.17564000e-02  4.80951100e+05  0.00000000e+00 -1.26767300e+06
 7.00000000e-03  0.00000000e+00  1.17564000e-02  6.08249500e+05  0.00000000e+00 -1.28764900e+06
 8.00000000e-03  0.00000000e+00  1.17564000e-02  7.56255000e+05  0.00000000e+00 -1.31315700e+06
 9.00000000e-03  0.00000000e+00  1.17564000e-02  9.50239900e+05  0.00000000e+00 -1.36345100e+06
 1.00000000e-02  0.00000000e+00  1.17564000e-02  1.20138600e+06  0.00000000e+00 -1.49913400e+06
 0.00000000e+00  0.00000000e+00  1.23442000e-02  0.00000000e+00  0.00000000e+00 -1.31113500e+06
 1.00000000e-03  0.00000000e+00  1.23442000e-02  6.62647500e+04  0.00000000e+00 -1.31653600e+06
 2.00000000e-03  0.00000000e+00  1.23442000e-02  1.34547100e+05  0.00000000e+00 -1.32145900e+06
 3.00000000e-03  0.00000000e+00  1.23442000e-02  2.03018700e+05  0.00000000e+00 -1.32797600e+06
 4.00000000e-03  0.00000000e+00  1.23442000e-02  2.77973000e+05  0.00000000e+00 -1.33799600e+06
 5.00000000e-03  0.00000000e+00  1.23442000e-02  3.62862400e+05  0.00000000e+00 -1.35623000e+06
 6.00000000e-03  0.00000000e+00  1.23442000e-02  4.63283400e+05  0.00000000e+00 -1.37677600e+06
 7.00000000e-03  0.00000000e+00  1.23442000e-02  5.75763000e+05  0.00000000e+00 -1.41132300e+06
 8.00000000e-03  0.00000000e+00  1.23442000e-02  7.21620900e+05  0.00000000e+00 -1.46531000e+06
 9.00000000e-03  0.00000000e+00  1.23442000e-02  8.80204600e+05  0.00000000e+00 -1.54911800e+06
 1.00000000e-02  0.00000000e+00  1.23442000e-02  1.10189500e+06  0.00000000e+00 -1.71755300e+06
 0.00000000e+00  0.00000000e+00  1.29320000e-02  0.00000000e+00  0.00000000e+00 -1.38711400e+06
 1.00000000e-03  0.00000000e+00  1.29320000e-02  6.29918600e+04  0.00000000e+00 -1.39251600e+06
 2.00000000e-03  0.00000000e+00  1.29320000e-02  1.27010400e+05  0.00000000e+00 -1.40030900e+06
 3.00000000e-03  0.00000000e+00  1.29320000e-02  1.89377100e+05  0.00000000e+00 -1.40902700e+06
 4.00000000e-03  0.00000000e+00  1.29320000e-02  2.61927300e+05  0.00000000e+00 -1.42744800e+06
 5.00000000e-03  0.00000000e+00  1.29320000e-02  3.43555400e+05  0.00000000e+00 -1.44790800e+06
